NATS=   2400
1.0
 0.0          28.809599 0.0          28.809599 0.0          28.809599
 H        19.833265       11.675069        2.181480
 O        20.774824       11.729391        2.181480
 H        20.949898       10.802660        2.181480
 H         9.211423        3.469339       27.924910
 O        10.152981        3.523661       27.924910
 H        10.328056        2.596930       27.924910
 H        18.322432       15.217672       27.307323
 O        19.263990       15.271995       27.307323
 H        19.439064       14.345263       27.307323
 H         0.576239       26.775993        1.932940
 O         1.517797       26.830317        1.932940
 H         1.692872       25.903585        1.932940
 H        11.526438       18.601902       10.852478
 O        12.467996       18.656225       10.852478
 H        12.643071       17.729494       10.852478
 H         5.137854       18.971872       16.381996
 O         6.079412       19.026196       16.381996
 H         6.254487       18.099464       16.381996
 H        18.995647        4.669364        5.325259
 O        19.937206        4.723686        5.325259
 H        20.112280        3.796955        5.325259
 H        13.229378        9.789337       18.050632
 O        14.170936        9.843659       18.050632
 H        14.346011        8.916928       18.050632
 H         9.876367       14.159462        1.642564
 O        10.817924       14.213784        1.642564
 H        10.993000       13.287053        1.642564
 H        25.978842        9.236040       23.350142
 O        26.920401        9.290362       23.350142
 H        27.095474        8.363631       23.350142
 H         0.408601        4.818867       24.384964
 O         1.350158        4.873189       24.384964
 H         1.525234        3.946458       24.384964
 H        22.725718       21.609713       28.413548
 O        23.667276       21.664036       28.413548
 H        23.842350       20.737305       28.413548
 H         2.887125       13.639219       22.039188
 O         3.828683       13.693542       22.039188
 H         4.003758       12.766810       22.039188
 H         3.362047        5.105587       22.960140
 O         4.303605        5.159908       22.960140
 H         4.478680        4.233177       22.960140
 H         4.209975       13.564916        2.949885
 O         5.151533       13.619238        2.949885
 H         5.326608       12.692507        2.949885
 H        23.357317        8.588021       12.320295
 O        24.298876        8.642344       12.320295
 H        24.473949        7.715612       12.320295
 H        14.989019       16.427269       10.937416
 O        15.930577       16.481592       10.937416
 H        16.105652       15.554860       10.937416
 H        21.446672       22.303270        8.118016
 O        22.388231       22.357594        8.118016
 H        22.563305       21.430862        8.118016
 H        26.889526       23.972389       16.862391
 O        27.831085       24.026712       16.862391
 H        28.006159       23.099981       16.862391
 H         7.868474       21.051603       15.020086
 O         8.810032       21.105927       15.020086
 H         8.985106       20.179195       15.020086
 H         4.662449       16.227224        1.356306
 O         5.604006       16.281548        1.356306
 H         5.779082       15.354815        1.356306
 H         0.155733       14.320055       27.930643
 O         1.097291       14.374377       27.930643
 H         1.272366       13.447646       27.930643
 H         4.559894       22.204903       25.609688
 O         5.501451       22.259226       25.609688
 H         5.676527       21.332495       25.609688
 H        10.011126       24.712948        6.431484
 O        10.952683       24.767271        6.431484
 H        11.127759       23.840540        6.431484
 H        25.758312       19.436981       19.743128
 O        26.699871       19.491304       19.743128
 H        26.874945       18.564573       19.743128
 H        14.717086       22.730255       27.448517
 O        15.658644       22.784578       27.448517
 H        15.833719       21.857847       27.448517
 H        23.739567       16.949629        3.040233
 O        24.681126       17.003952        3.040233
 H        24.856199       16.077221        3.040233
 H         3.693394       17.170784       20.426117
 O         4.634952       17.225107       20.426117
 H         4.810027       16.298376       20.426117
 H        19.383110       25.577753       24.962996
 O        20.324669       25.632076       24.962996
 H        20.499743       24.705345       24.962996
 H         6.950842        1.340567       14.964562
 O         7.892400        1.394889       14.964562
 H         8.067475        0.468158       14.964562
 H        13.448805       23.016512        9.005648
 O        14.390363       23.070835        9.005648
 H        14.565438       22.144104        9.005648
 H        18.529457       24.918455       19.170462
 O        19.471016       24.972778       19.170462
 H        19.646090       24.046047       19.170462
 H        14.422926       28.770090       17.666967
 O        15.364484       28.824413       17.666967
 H        15.539559       27.897682       17.666967
 H         9.386770        2.907830       14.195065
 O        10.328328        2.962152       14.195065
 H        10.503404        2.035421       14.195065
 H        18.743006       20.769260        1.002704
 O        19.684565       20.823584        1.002704
 H        19.859638       19.896852        1.002704
 H        25.271854       21.774054        6.470356
 O        26.213413       21.828377        6.470356
 H        26.388487       20.901646        6.470356
 H        15.824718        2.440193       10.602796
 O        16.766277        2.494515       10.602796
 H        16.941351        1.567784       10.602796
 H        10.177425       13.076514       14.961551
 O        11.118983       13.130836       14.961551
 H        11.294059       12.204105       14.961551
 H         5.450417       17.930553       21.990585
 O         6.391974       17.984877       21.990585
 H         6.567050       17.058146       21.990585
 H        19.225618       25.114372        6.790971
 O        20.167177       25.168695        6.790971
 H        20.342251       24.241964        6.790971
 H         1.248432        7.242924       13.468378
 O         2.189990        7.297246       13.468378
 H         2.365065        6.370515       13.468378
 H         7.457820        7.304289       11.503345
 O         8.399378        7.358611       11.503345
 H         8.574453        6.431880       11.503345
 H         1.308343       19.113119        8.814437
 O         2.249900       19.167442        8.814437
 H         2.424975       18.240711        8.814437
 H         7.867212        7.536262        8.684394
 O         8.808769        7.590583        8.684394
 H         8.983845        6.663852        8.684394
 H        10.116254       14.088071       19.282656
 O        11.057812       14.142393       19.282656
 H        11.232887       13.215662       19.282656
 H        14.097569       22.733168        5.287283
 O        15.039127       22.787491        5.287283
 H        15.214203       21.860760        5.287283
 H         5.788939       19.415596        5.355710
 O         6.730496       19.469919        5.355710
 H         6.905572       18.543188        5.355710
 H        15.410968        5.244405       14.385800
 O        16.352526        5.298727       14.385800
 H        16.527601        4.371995       14.385800
 H        11.026794        0.067392       16.577753
 O        11.968352        0.121714       16.577753
 H        12.143428       -0.805017       16.577753
 H         9.907922       21.753614       25.454670
 O        10.849480       21.807938       25.454670
 H        11.024555       20.881207       25.454670
 H        28.592661        5.026955       21.339041
 O        29.534220        5.081277       21.339041
 H        29.709293        4.154546       21.339041
 H        27.284208       27.059811       14.227513
 O        28.225767       27.114134       14.227513
 H        28.400841       26.187403       14.227513
 H         3.249937       26.768972        4.876920
 O         4.191495       26.823296        4.876920
 H         4.366570       25.896564        4.876920
 H        20.737122        0.501768       27.396852
 O        21.678680        0.556090       27.396852
 H        21.853754       -0.370641       27.396852
 H        27.354332        2.056927        7.777376
 O        28.295891        2.111249        7.777376
 H        28.470964        1.184518        7.777376
 H        24.645346       15.415968        6.733915
 O        25.586905       15.470290        6.733915
 H        25.761978       14.543559        6.733915
 H         3.247530       21.664515        7.944809
 O         4.189088       21.718838        7.944809
 H         4.364163       20.792107        7.944809
 H        28.046835       19.738035        2.678972
 O        28.988394       19.792358        2.678972
 H        29.163467       18.865627        2.678972
 H         9.119905       27.595592       21.032614
 O        10.061463       27.649916       21.032614
 H        10.236539       26.723185       21.032614
 H        26.604532       10.022737       28.011496
 O        27.546091       10.077059       28.011496
 H        27.721165        9.150328       28.011496
 H         2.214256       28.421734       19.448095
 O         3.155814       28.476057       19.448095
 H         3.330889       27.549326       19.448095
 H        21.281246       16.083281        5.125628
 O        22.222805       16.137604        5.125628
 H        22.397879       15.210872        5.125628
 H        13.867188        1.526816        1.525892
 O        14.808746        1.581138        1.525892
 H        14.983822        0.654407        1.525892
 H        27.898670       20.677616       18.588081
 O        28.840229       20.731939       18.588081
 H        29.015303       19.805208       18.588081
 H         5.907865        2.282038        3.551744
 O         6.849422        2.336360        3.551744
 H         7.024498        1.409630        3.551744
 H        26.687605       10.333782       21.392508
 O        27.629164       10.388104       21.392508
 H        27.804237        9.461373       21.392508
 H         1.287257        9.665308       23.278913
 O         2.228814        9.719630       23.278913
 H         2.403890        8.792899       23.278913
 H        17.622580       24.993305       11.699715
 O        18.564138       25.047628       11.699715
 H        18.739212       24.120897       11.699715
 H         3.656076        7.897711       10.088389
 O         4.597633        7.952033       10.088389
 H         4.772708        7.025302       10.088389
 H         5.322379        4.755404       17.204742
 O         6.263936        4.809726       17.204742
 H         6.439012        3.882995       17.204742
 H        11.047876       11.299330        9.071600
 O        11.989434       11.353652        9.071600
 H        12.164510       10.426921        9.071600
 H        15.955564       25.685293        3.956099
 O        16.897121       25.739616        3.956099
 H        17.072197       24.812885        3.956099
 H        25.093435        7.240983        1.952101
 O        26.034994        7.295305        1.952101
 H        26.210068        6.368574        1.952101
 H        19.615368       17.648388       18.723270
 O        20.556927       17.702711       18.723270
 H        20.732000       16.775980       18.723270
 H         8.284969       27.600550       17.300022
 O         9.226527       27.654873       17.300022
 H         9.401603       26.728142       17.300022
 H        15.846171       27.844271       25.771515
 O        16.787729       27.898594       25.771515
 H        16.962805       26.971863       25.771515
 H        15.486947        5.893409        8.443122
 O        16.428505        5.947731        8.443122
 H        16.603580        5.021000        8.443122
 H         3.262320       25.046818       11.207818
 O         4.203877       25.101141       11.207818
 H         4.378953       24.174410       11.207818
 H         7.067088        4.165218       11.535522
 O         8.008645        4.219540       11.535522
 H         8.183721        3.292809       11.535522
 H         8.286315        7.023875       19.555870
 O         9.227873        7.078197       19.555870
 H         9.402948        6.151466       19.555870
 H        25.987350        1.013449       22.209146
 O        26.928909        1.067771       22.209146
 H        27.103983        0.141040       22.209146
 H         1.038837       21.643660        0.301741
 O         1.980395       21.697983        0.301741
 H         2.155470       20.771252        0.301741
 H         8.408790        6.929997        0.814231
 O         9.350348        6.984319        0.814231
 H         9.525423        6.057588        0.814231
 H        27.464624        4.993713        2.453099
 O        28.406183        5.048035        2.453099
 H        28.581257        4.121304        2.453099
 H        23.032202       18.011009       18.341646
 O        23.973761       18.065332       18.341646
 H        24.148834       17.138601       18.341646
 H        11.837730        1.095329       23.313868
 O        12.779288        1.149651       23.313868
 H        12.954364        0.222920       23.313868
 H        22.517939        7.792078       15.756946
 O        23.459497        7.846400       15.756946
 H        23.634571        6.919669       15.756946
 H         3.519982       27.914486       25.192829
 O         4.461540       27.968809       25.192829
 H         4.636615       27.042078       25.192829
 H        10.031664       16.087843        9.780669
 O        10.973222       16.142166        9.780669
 H        11.148297       15.215434        9.780669
 H        21.292097       20.339893       16.927986
 O        22.233656       20.394217       16.927986
 H        22.408730       19.467485       16.927986
 H        12.521883       18.423845        7.175024
 O        13.463441       18.478168        7.175024
 H        13.638516       17.551437        7.175024
 H         3.362976        2.984167       25.452374
 O         4.304533        3.038489       25.452374
 H         4.479609        2.111758       25.452374
 H         0.058672        3.539455       15.875435
 O         1.000229        3.593777       15.875435
 H         1.175304        2.667046       15.875435
 H        22.489014       20.350637       24.351805
 O        23.430573       20.404961       24.351805
 H        23.605646       19.478230       24.351805
 H        24.437700       20.644411        8.253624
 O        25.379259       20.698734        8.253624
 H        25.554333       19.772003        8.253624
 H        19.931635       22.681234       14.109568
 O        20.873194       22.735558       14.109568
 H        21.048267       21.808826       14.109568
 H        20.262661       28.149305       17.582834
 O        21.204220       28.203629       17.582834
 H        21.379293       27.276897       17.582834
 H        26.520893        0.907380       11.121859
 O        27.462452        0.961702       11.121859
 H        27.637526        0.034971       11.121859
 H         2.634356       10.648182       10.484409
 O         3.575913       10.702504       10.484409
 H         3.750988        9.775773       10.484409
 H        15.237728       10.091757       25.798679
 O        16.179287       10.146079       25.798679
 H        16.354361        9.219348       25.798679
 H         5.545190        7.486665       15.522672
 O         6.486748        7.540987       15.522672
 H         6.661823        6.614256       15.522672
 H        15.599174        9.373971       14.269823
 O        16.540731        9.428293       14.269823
 H        16.715807        8.501562       14.269823
 H        10.630934        2.319441        3.522086
 O        11.572492        2.373763        3.522086
 H        11.747567        1.447032        3.522086
 H         2.976727       19.874001        3.273257
 O         3.918285       19.928324        3.273257
 H         4.093360       19.001593        3.273257
 H         5.907424       27.777990       14.559728
 O         6.848982       27.832314       14.559728
 H         7.024057       26.905582       14.559728
 H        13.907897       26.437458       27.883558
 O        14.849455       26.491781       27.883558
 H        15.024530       25.565050       27.883558
 H        19.672916       18.419245       25.338762
 O        20.614475       18.473568       25.338762
 H        20.789549       17.546837       25.338762
 H        27.015505       26.927183       10.600919
 O        27.957064       26.981506       10.600919
 H        28.132137       26.054775       10.600919
 H        26.565620       24.199848       13.987441
 O        27.507179       24.254171       13.987441
 H        27.682253       23.327440       13.987441
 H         5.584057       20.587885       13.026439
 O         6.525615       20.642208       13.026439
 H         6.700690       19.715477       13.026439
 H         2.657254       22.417311       10.452576
 O         3.598811       22.471634       10.452576
 H         3.773886       21.544903       10.452576
 H        15.329728       16.416103        7.603204
 O        16.271286       16.470427        7.603204
 H        16.446362       15.543694        7.603204
 H         4.153192        8.781937       28.778999
 O         5.094749        8.836259       28.778999
 H         5.269825        7.909528       28.778999
 H        18.745684        9.349672        0.303468
 O        19.687243        9.403995        0.303468
 H        19.862316        8.477263        0.303468
 H        15.243528        5.601756       20.554068
 O        16.185087        5.656077       20.554068
 H        16.360161        4.729346       20.554068
 H         6.027239        0.638249       21.839243
 O         6.968796        0.692571       21.839243
 H         7.143872       -0.234160       21.839243
 H         1.338609       24.814777       21.864687
 O         2.280166       24.869101       21.864687
 H         2.455242       23.942369       21.864687
 H         8.158714       24.862251       24.827715
 O         9.100272       24.916574       24.827715
 H         9.275348       23.989843       24.827715
 H        12.026649        1.604946       12.790531
 O        12.968207        1.659268       12.790531
 H        13.143283        0.732537       12.790531
 H        20.491070        4.839173       16.717192
 O        21.432629        4.893495       16.717192
 H        21.607702        3.966764       16.717192
 H        12.465431        8.682345       10.716275
 O        13.406989        8.736668       10.716275
 H        13.582065        7.809937       10.716275
 H        14.157959       16.234491       18.872564
 O        15.099517       16.288815       18.872564
 H        15.274592       15.362082       18.872564
 H        21.480211        5.245574       23.376833
 O        22.421770        5.299896       23.376833
 H        22.596844        4.373165       23.376833
 H         1.379297       14.170549        4.330354
 O         2.320855       14.224872        4.330354
 H         2.495930       13.298141        4.330354
 H        15.379523       25.020588       23.456646
 O        16.321081       25.074911       23.456646
 H        16.496157       24.148180       23.456646
 H        11.768437       19.910320       23.154470
 O        12.709995       19.964643       23.154470
 H        12.885071       19.037912       23.154470
 H        17.237778       20.581264        5.515954
 O        18.179337       20.635588        5.515954
 H        18.354410       19.708857        5.515954
 H        17.788166       24.544790       15.715555
 O        18.729725       24.599113       15.715555
 H        18.904799       23.672382       15.715555
 H        21.084671        4.994964        2.837893
 O        22.026230        5.049286        2.837893
 H        22.201303        4.122555        2.837893
 H         6.875015       17.815067        2.425931
 O         7.816573       17.869390        2.425931
 H         7.991648       16.942659        2.425931
 H        12.011430       10.219783        5.103285
 O        12.952988       10.274105        5.103285
 H        13.128063        9.347374        5.103285
 H        15.157081        6.261916       26.240034
 O        16.098639        6.316238       26.240034
 H        16.273714        5.389507       26.240034
 H        21.647383       25.732859       27.624414
 O        22.588942       25.787182       27.624414
 H        22.764015       24.860451       27.624414
 H        13.170489       21.124676       24.718338
 O        14.112047       21.178999       24.718338
 H        14.287123       20.252268       24.718338
 H        11.584068       23.810583       12.392844
 O        12.525626       23.864906       12.392844
 H        12.700702       22.938175       12.392844
 H         1.347421       16.483898       26.685137
 O         2.288978       16.538221       26.685137
 H         2.464054       15.611489       26.685137
 H         7.051351       17.488552       14.415676
 O         7.992908       17.542875       14.415676
 H         8.167984       16.616144       14.415676
 H         6.680692        8.617818       13.543487
 O         7.622250        8.672140       13.543487
 H         7.797325        7.745409       13.543487
 H        11.003374       24.671225       18.487780
 O        11.944932       24.725548       18.487780
 H        12.120008       23.798817       18.487780
 H         0.995487       22.829842        2.466163
 O         1.937044       22.884165        2.466163
 H         2.112120       21.957434        2.466163
 H         8.603826       19.760679       28.585409
 O         9.545383       19.815002       28.585409
 H         9.720459       18.888271       28.585409
 H        22.630629       18.208366        0.669076
 O        23.572187       18.262690        0.669076
 H        23.747261       17.335958        0.669076
 H         8.514050       11.960414        7.433904
 O         9.455608       12.014736        7.433904
 H         9.630684       11.088005        7.433904
 H        25.561901       26.919653       17.287638
 O        26.503460       26.973976       17.287638
 H        26.678534       26.047245       17.287638
 H        16.958136       16.945341        4.063126
 O        17.899694       16.999664        4.063126
 H        18.074768       16.072933        4.063126
 H        11.456435        1.761871        8.221704
 O        12.397993        1.816193        8.221704
 H        12.573069        0.889462        8.221704
 H        12.278836        4.534572        3.310588
 O        13.220394        4.588893        3.310588
 H        13.395470        3.662163        3.310588
 H        14.011226       17.800364        1.917852
 O        14.952784       17.854687        1.917852
 H        15.127859       16.927956        1.917852
 H         8.563632       19.659500       11.574117
 O         9.505190       19.713823       11.574117
 H         9.680265       18.787092       11.574117
 H        26.524563        4.860900       23.393311
 O        27.466122        4.915222       23.393311
 H        27.641195        3.988491       23.393311
 H        12.879082       10.257741        0.421854
 O        13.820640       10.312063        0.421854
 H        13.995715        9.385332        0.421854
 H         4.180378        7.118776       21.578621
 O         5.121936        7.173098       21.578621
 H         5.297011        6.246367       21.578621
 H        28.474504        3.844900        5.870450
 O        29.416063        3.899222        5.870450
 H        29.591137        2.972491        5.870450
 H        13.263025       20.443836       10.101226
 O        14.204583       20.498159       10.101226
 H        14.379659       19.571428       10.101226
 H        19.209560       22.958380       23.968361
 O        20.151119       23.012703       23.968361
 H        20.326193       22.085972       23.968361
 H        14.124269       26.663439        1.319596
 O        15.065827       26.717762        1.319596
 H        15.240903       25.791031        1.319596
 H         5.198034        9.259260        6.381396
 O         6.139591        9.313582        6.381396
 H         6.314667        8.386851        6.381396
 H        21.746983        2.132469        9.793981
 O        22.688541        2.186791        9.793981
 H        22.863615        1.260060        9.793981
 H         0.307512        2.167512        1.355057
 O         1.249070        2.221834        1.355057
 H         1.424145        1.295103        1.355057
 H        12.338676        1.753888       28.282209
 O        13.280234        1.808210       28.282209
 H        13.455310        0.881479       28.282209
 H         5.215980        8.270472       24.355433
 O         6.157537        8.324794       24.355433
 H         6.332613        7.398063       24.355433
 H        12.187416        4.603467       24.330732
 O        13.128974        4.657789       24.330732
 H        13.304049        3.731058       24.330732
 H        18.250519        8.083388       22.191158
 O        19.192078        8.137711       22.191158
 H        19.367151        7.210979       22.191158
 H         5.477753       18.645792       25.106562
 O         6.419310       18.700115       25.106562
 H         6.594386       17.773384       25.106562
 H        23.994833       17.187201       16.440153
 O        24.936392       17.241524       16.440153
 H        25.111465       16.314793       16.440153
 H         1.992872        1.553194       17.514742
 O         2.934430        1.607516       17.514742
 H         3.109505        0.680785       17.514742
 H        15.555890       23.298834       13.830929
 O        16.497448       23.353157       13.830929
 H        16.672523       22.426426       13.830929
 H         5.210103        9.615885        4.505840
 O         6.151660        9.670207        4.505840
 H         6.326735        8.743476        4.505840
 H        21.903814       27.063480        9.672557
 O        22.845373       27.117804        9.672557
 H        23.020447       26.191072        9.672557
 H        18.852964        9.655731       26.476889
 O        19.794523        9.710053       26.476889
 H        19.969597        8.783322       26.476889
 H        11.019403       21.740686       16.585472
 O        11.960960       21.795010       16.585472
 H        12.136036       20.868279       16.585472
 H        21.639769        3.313985       27.515089
 O        22.581327        3.368307       27.515089
 H        22.756401        2.441576       27.515089
 H         4.129379        0.425467       10.880031
 O         5.070937        0.479789       10.880031
 H         5.246012       -0.446942       10.880031
 H        22.868719       17.959110       20.603722
 O        23.810278       18.013433       20.603722
 H        23.985352       17.086702       20.603722
 H        24.237509       12.921266       27.088987
 O        25.179068       12.975588       27.088987
 H        25.354141       12.048857       27.088987
 H         1.808883       12.889178       17.415096
 O         2.750441       12.943501       17.415096
 H         2.925516       12.016769       17.415096
 H        11.014365       27.984344       24.600250
 O        11.955923       28.038668       24.600250
 H        12.130999       27.111937       24.600250
 H         8.041456       10.156387        1.690925
 O         8.983014       10.210710        1.690925
 H         9.158090        9.283978        1.690925
 H         4.667701       25.944565       13.397505
 O         5.609258       25.998888       13.397505
 H         5.784334       25.072157       13.397505
 H         8.933589       13.297341       10.445997
 O         9.875147       13.351664       10.445997
 H        10.050222       12.424932       10.445997
 H        18.759127       12.703036       13.159189
 O        19.700686       12.757359       13.159189
 H        19.875759       11.830627       13.159189
 H        14.557190       15.621263       14.491198
 O        15.498748       15.675585       14.491198
 H        15.673823       14.748854       14.491198
 H        19.927795       16.967283       27.892385
 O        20.869354       17.021606       27.892385
 H        21.044428       16.094875       27.892385
 H        11.211407        2.385685       18.803164
 O        12.152965        2.440007       18.803164
 H        12.328040        1.513276       18.803164
 H         1.478440        9.564055       16.695431
 O         2.419998        9.618378       16.695431
 H         2.595073        8.691647       16.695431
 H        20.333946       18.352232        2.204863
 O        21.275505       18.406555        2.204863
 H        21.450579       17.479824        2.204863
 H        21.296801       13.667325       10.075831
 O        22.238359       13.721647       10.075831
 H        22.413433       12.794916       10.075831
 H        17.552336       21.471046       15.802680
 O        18.493895       21.525370       15.802680
 H        18.668968       20.598639       15.802680
 H        10.380419       18.353523       21.064863
 O        11.321977       18.407846       21.064863
 H        11.497052       17.481115       21.064863
 H         0.857467       17.319521       24.416309
 O         1.799025       17.373844       24.416309
 H         1.974100       16.447113       24.416309
 H        14.172938        2.790188       18.795782
 O        15.114496        2.844510       18.795782
 H        15.289572        1.917779       18.795782
 H        28.133165       14.423871        6.356207
 O        29.074724       14.478193        6.356207
 H        29.249798       13.551462        6.356207
 H        15.710467       26.503489        6.045515
 O        16.652025       26.557812        6.045515
 H        16.827101       25.631081        6.045515
 H        27.016209       19.124788       10.337443
 O        27.957767       19.179111       10.337443
 H        28.132841       18.252380       10.337443
 H        14.180990       12.472963       24.232000
 O        15.122548       12.527286       24.232000
 H        15.297624       11.600554       24.232000
 H        15.191472       26.618771       15.592409
 O        16.133030       26.673094       15.592409
 H        16.308105       25.746363       15.592409
 H        12.026414        7.739954       23.797476
 O        12.967972        7.794275       23.797476
 H        13.143047        6.867544       23.797476
 H         0.609863       25.841772       28.661913
 O         1.551421       25.896095       28.661913
 H         1.726496       24.969364       28.661913
 H         0.288862       21.882664       13.387710
 O         1.230420       21.936987       13.387710
 H         1.405495       21.010256       13.387710
 H         0.257977       23.489697       23.719080
 O         1.199535       23.544020       23.719080
 H         1.374610       22.617289       23.719080
 H        21.032984       28.092346        3.930118
 O        21.974543       28.146669        3.930118
 H        22.149616       27.219938        3.930118
 H         9.476508       19.744841        6.005967
 O        10.418066       19.799164        6.005967
 H        10.593142       18.872433        6.005967
 H        15.025764        4.046625        4.949241
 O        15.967321        4.100947        4.949241
 H        16.142397        3.174216        4.949241
 H        21.016102       12.115811       18.595413
 O        21.957661       12.170134       18.595413
 H        22.132734       11.243402       18.595413
 H        15.151968        9.001132        8.404749
 O        16.093527        9.055454        8.404749
 H        16.268600        8.128723        8.404749
 H        12.219850       17.936670       15.396754
 O        13.161407       17.990993       15.396754
 H        13.336483       17.064262       15.396754
 H         6.332786        5.009394       19.675550
 O         7.274343        5.063716       19.675550
 H         7.449419        4.136985       19.675550
 H         2.805157       17.262690       10.415972
 O         3.746714       17.317013       10.415972
 H         3.921790       16.390282       10.415972
 H         2.742058       11.636813       27.465281
 O         3.683615       11.691135       27.465281
 H         3.858690       10.764404       27.465281
 H        25.303812        1.423918       27.622179
 O        26.245371        1.478240       27.622179
 H        26.420444        0.551509       27.622179
 H         4.271066       16.776983       14.197534
 O         5.212623       16.831306       14.197534
 H         5.387699       15.904574       14.197534
 H         7.844523       22.716221        1.244268
 O         8.786080       22.770544        1.244268
 H         8.961156       21.843813        1.244268
 H         9.094951       18.596430       16.643763
 O        10.036509       18.650753       16.643763
 H        10.211584       17.724022       16.643763
 H         5.214519       22.498137       18.594824
 O         6.156076       22.552460       18.594824
 H         6.331152       21.625729       18.594824
 H        27.469419       11.583774       19.546335
 O        28.410978       11.638096       19.546335
 H        28.586052       10.711365       19.546335
 H        23.008362        2.350763        2.885553
 O        23.949921        2.405085        2.885553
 H        24.124994        1.478354        2.885553
 H        20.545183        1.645112       22.801737
 O        21.486742        1.699434       22.801737
 H        21.661816        0.772703       22.801737
 H        23.814810       28.577169        6.803198
 O        24.756369       28.631493        6.803198
 H        24.931442       27.704762        6.803198
 H        24.708437        8.177715       28.561241
 O        25.649996        8.232038       28.561241
 H        25.825069        7.305306       28.561241
 H        25.736534       16.564859       25.545547
 O        26.678093       16.619183       25.545547
 H        26.853167       15.692451       25.545547
 H        22.934635        9.882191        7.260213
 O        23.876194        9.936513        7.260213
 H        24.051268        9.009782        7.260213
 H         1.186842       15.710669        1.187967
 O         2.128399       15.764991        1.187967
 H         2.303475       14.838260        1.187967
 H         2.203101        5.694883       20.175951
 O         3.144659        5.749205       20.175951
 H         3.319734        4.822474       20.175951
 H         8.744523       19.286827       25.729578
 O         9.686081       19.341150       25.729578
 H         9.861156       18.414419       25.729578
 H        10.644511       10.135576        3.227481
 O        11.586069       10.189898        3.227481
 H        11.761145        9.263167        3.227481
 H        26.862547       18.731197       13.497648
 O        27.804106       18.785521       13.497648
 H        27.979179       17.858789       13.497648
 H         7.360464       24.899624       16.373205
 O         8.302021       24.953947       16.373205
 H         8.477097       24.027216       16.373205
 H        23.493284       25.878550       25.886896
 O        24.434843       25.932873       25.886896
 H        24.609917       25.006142       25.886896
 H        23.452753       15.938027       24.325788
 O        24.394312       15.992350       24.325788
 H        24.569386       15.065619       24.325788
 H         0.662658        8.853134       25.021729
 O         1.604216        8.907456       25.021729
 H         1.779291        7.980725       25.021729
 H        25.742212        4.591671       14.613161
 O        26.683771        4.645993       14.613161
 H        26.858845        3.719262       14.613161
 H         1.758790       19.638182       17.140959
 O         2.700347       19.692505       17.140959
 H         2.875422       18.765774       17.140959
 H        10.176194       27.999428       19.139580
 O        11.117752       28.053751       19.139580
 H        11.292828       27.127020       19.139580
 H         9.612586        5.515659        5.834143
 O        10.554144        5.569981        5.834143
 H        10.729219        4.643250        5.834143
 H        10.243462        4.893035       26.383503
 O        11.185019        4.947357       26.383503
 H        11.360095        4.020626       26.383503
 H         9.571769        6.092475       17.355585
 O        10.513327        6.146797       17.355585
 H        10.688402        5.220066       17.355585
 H         5.167983       16.085104       26.457113
 O         6.109540       16.139427       26.457113
 H         6.284616       15.212695       26.457113
 H        22.295969        4.961897       12.055541
 O        23.237528        5.016219       12.055541
 H        23.412601        4.089488       12.055541
 H        12.331907        5.110583        9.732896
 O        13.273465        5.164905        9.732896
 H        13.448541        4.238173        9.732896
 H        24.601030        8.813517        5.401908
 O        25.542589        8.867839        5.401908
 H        25.717663        7.941108        5.401908
 H        16.865906        4.298194       16.318014
 O        17.807465        4.352516       16.318014
 H        17.982538        3.425785       16.318014
 H        22.636961       24.834385       15.504590
 O        23.578520       24.888708       15.504590
 H        23.753593       23.961977       15.504590
 H         2.095006        2.579527       20.834093
 O         3.036564        2.633849       20.834093
 H         3.211639        1.707118       20.834093
 H        28.346788       17.044882       22.186842
 O        29.288347       17.099205       22.186842
 H        29.463421       16.172474       22.186842
 H         1.939533        9.623917       14.603595
 O         2.881091        9.678239       14.603595
 H         3.056166        8.751508       14.603595
 H        11.863132       24.046272       26.276749
 O        12.804689       24.100595       26.276749
 H        12.979765       23.173864       26.276749
 H        18.901560       27.037302       15.405284
 O        19.843119       27.091625       15.405284
 H        20.018192       26.164894       15.405284
 H        20.779152       15.481822       23.542166
 O        21.720711       15.536144       23.542166
 H        21.895784       14.609413       23.542166
 H        19.036005        2.732344        0.034364
 O        19.977564        2.786666        0.034364
 H        20.152637        1.859936        0.034364
 H        19.831991       28.101223       19.658138
 O        20.773550       28.155546       19.658138
 H        20.948624       27.228815       19.658138
 H        10.984857       16.232073        2.822312
 O        11.926414       16.286396        2.822312
 H        12.101490       15.359664        2.822312
 H        16.226158       18.745695        9.196429
 O        17.167717       18.800018        9.196429
 H        17.342791       17.873287        9.196429
 H        12.173530       15.807933       11.383202
 O        13.115088       15.862255       11.383202
 H        13.290163       14.935524       11.383202
 H        17.788786        8.267642        5.100990
 O        18.730345        8.321964        5.100990
 H        18.905418        7.395233        5.100990
 H         0.833396       17.564939        5.627371
 O         1.774954       17.619263        5.627371
 H         1.950029       16.692532        5.627371
 H        21.345318        7.421094       27.300497
 O        22.286877        7.475416       27.300497
 H        22.461950        6.548685       27.300497
 H         9.661200       28.267931       14.419891
 O        10.602757       28.322254       14.419891
 H        10.777833       27.395523       14.419891
 H         2.171776       27.474531       17.417576
 O         3.113334       27.528854       17.417576
 H         3.288409       26.602123       17.417576
 H         5.229917       13.284382        4.832645
